time_sec,goal_position_rad,input_voltage_V,torque_enable,m3_position_rad,m3_velocity_rad_s,m3_pwm_fraction,m3_current_A,m3_motor_torque_Nm,m3_friction_torque_Nm,m3_friction_limit_Nm
1.227,0.46855827208585193,12.0,1,0.44722963999294835,0.5318858106081323,0.09554101064291406,-0.013878082969763877,-0.030756214586649386,-0.19972738527080544,0.19972738527080544
1.228,0.46855827208585193,12.0,1,0.4477586998092906,0.5290598163422585,0.09328206672530645,-0.022845766034315623,-0.05063013991764254,-0.2028810102832501,0.2028810102832501
1.229,0.46855827208585193,12.0,1,0.44828415706529856,0.5254572560079687,0.09102998713322645,-0.031037601805627136,-0.06878465444172843,-0.20576382784968755,0.20576382784968755
1.23,0.4737161953227399,12.0,1,0.44880530274955466,0.521145684256124,0.11051654996656095,0.07367520620120141,0.16327690622520796,-0.17414852626980154,0.17414852626980154
1.231,0.4737161953227399,12.0,1,0.44933109752672645,0.5257947771718016,0.10835136699393945,0.058064528024544274,0.12868096319111322,-0.1747342548459895,0.1747342548459895
1.232,0.4737161953227399,12.0,1,0.44986035200323216,0.529254476505699,0.10615887960134116,0.043446902771553615,0.09628579593294723,-0.17985864624006084,0.17985864624006084
1.233,0.4737161953227399,12.0,1,0.4503917974186887,0.531445415456507,0.10394358304724896,0.0299212093120566,0.06631053700274298,-0.18460225498005361,0.18460225498005361
1.234,0.4737161953227399,12.0,1,0.45092426015373155,0.5324627350428437,0.10171143958117955,0.01742751728475766,0.03862237043043614,-0.18898592894924332,0.18898592894924332
1.235,0.4737161953227399,12.0,1,0.45145665649890704,0.5323963451754741,0.0994679767124472,0.005908639472466798,0.013094559524270345,-0.19302956357639395,0.19302956357639395
1.236,0.4737161953227399,12.0,1,0.4519879876633307,0.5313311644236544,0.09721831080274454,-0.004689975000920777,-0.010393789823033087,-0.19675213884424053,0.19675213884424053
1.237,0.4737161953227399,12.0,1,0.4525173350137634,0.5293473504326707,0.0949671695880141,-0.014420344087596395,-0.0319579583244833,-0.20017175512814678,0.20017175512814678
1.238,0.4737161953227399,12.0,1,0.45304385553505294,0.526520521289568,0.0927189136709207,-0.023332052917061585,-0.051707835140317966,-0.20330566788893017,0.20330566788893017
1.239,0.4737161953227399,12.0,1,0.45356677750318086,0.5229219681279021,0.0904775570239422,-0.03147235065209887,-0.06974813252746367,-0.20617032124412787,0.20617032124412787
1.24,0.4788435934396372,12.0,1,0.454085396362437,0.51861885925612,0.10984626589993991,0.0726239517156136,0.16094714579544547,-0.17352717270754472,0.17352717270754472
1.241,0.4788435934396372,12.0,1,0.4546086612430913,0.5232648806542683,0.10769170739689286,0.057071052289827104,0.12647925039330377,-0.1753352675464681,0.1753352675464681
1.242,0.4788435934396372,12.0,1,0.4551353455450127,0.5266843019214534,0.10550961592147812,0.04254550007462785,0.0942881327948874,-0.18042735335302232,0.18042735335302232
1.243,0.4788435934396372,12.0,1,0.45566418849431306,0.52884294930036,0.10330493679522376,0.02910540858615481,0.06450258252945978,-0.18514091187612242,0.18514091187612242
1.244,0.4788435934396372,12.0,1,0.4561940238940664,0.5298353997533214,0.10108359496300533,0.016691192666851283,0.03699054865770996,-0.1894966710901677,0.1894966710901677
1.245,0.4788435934396372,12.0,1,0.4567237749233649,0.5297510292985361,0.09885108320139735,0.005245994821748276,0.011626025208933207,-0.19351441187838916,0.19351441187838916
1.246,0.4788435934396372,12.0,1,0.45725244917478597,0.5286742514210512,0.09661248557539016,-0.005284420993713928,-0.011711184203391877,-0.19721300483723433,0.19721300483723433
1.247,0.4788435934396372,12.0,1,0.45777913392097275,0.5266847461867737,0.09437249983044416,-0.01495177221822329,-0.033135694302755876,-0.20061044591718877,0.20061044591718877
1.248,0.4788435934396372,12.0,1,0.45830299160132765,0.5238576803549045,0.09213545876096131,-0.02380535723104726,-0.052756758761645615,-0.20372389092390852,0.20372389092390852
1.249,0.4788435934396372,12.0,1,0.4588232555201057,0.5202639187780539,0.0899053505949718,-0.03189215167073303,-0.0706784836603209,-0.2065696889038156,0.2065696889038156
1.25,0.48393920132778134,12.0,1,0.4593392257474788,0.5159702273731057,0.10915139950133193,0.07156192323633154,0.15859350834587144,-0.1729039783322147,0.1729039783322147
1.2510000000000001,0.48393920132778134,12.0,1,0.4598598377625986,0.5206120151197505,0.10700797104393184,0.056070520690620504,0.1242619005883656,-0.1759368184667387,0.1759368184667387
1.252,0.48393920132778134,12.0,1,0.4603838279566205,0.5239901940218904,0.1048367872413977,0.041640602921103394,0.0922827253410422,-0.18099535072506454,0.18099535072506454
1.2530000000000001,0.48393920132778134,12.0,1,0.4609099438513665,0.5261158947460517,0.10264324336782578,0.02828941132585659,0.06269419250221116,-0.18567770295797306,0.18567770295797306
1.254,0.48393920132778134,12.0,1,0.4614370269586077,0.5270831072412003,0.10043322561185722,0.015957720345222713,0.035365048063245655,-0.19000447822287897,0.19000447822287897
1.2550000000000001,0.48393920132778134,12.0,1,0.46196400761053985,0.5269806519321494,0.09821219067059511,0.004589015944205271,0.010170047219708628,-0.19399533807732297,0.19399533807732297
